SP;PV;CV;Auto
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
60;13.160063;0;0
